33,Jogging,49105962326000,-0.6946377,12.680544,0.50395286
33,Jogging,49106062271000,5.012288,11.264028,0.95342433
33,Jogging,49106112167000,4.903325,10.882658,-0.08172209
33,Jogging,49106222305000,-0.61291564,18.496431,3.0237172
33,Jogging,49106332290000,-1.1849703,12.108489,7.205164
33,Jogging,49106442306000,1.3756552,-2.4925237,-6.510526
33,Jogging,49106542312000,-0.61291564,10.56939,5.706926
33,Jogging,49106652389000,-0.50395286,13.947236,7.0553403
33,Jogging,49106762313000,-8.430995,11.413852,5.134871
33,Jogging,49106872299000,0.95342433,1.3756552,1.6480621
33,Jogging,49106982315000,-8.19945,19.57244,2.7240696
33,Jogging,49107092330000,1.4165162,5.7886477,2.982856
33,Jogging,49107202316000,-1.879608,-2.982856,-0.29964766
33,Jogging,49107312332000,-6.1291566,6.851035,-8.158588
33,Jogging,49107422348000,5.829509,18.0061,8.539958
33,Jogging,49107522293000,6.2789803,2.982856,2.9147544
33,Jogging,49107632339000,-1.56634,8.308413,-1.4573772
33,Jogging,49107742355000,3.5276701,13.593107,9.425281
33,Jogging,49107852340000,-2.0294318,-5.706926,-10.18802
33,Jogging,49107962326000,2.7649305,10.337844,-9.724928
